Tick,NewlyInfected,NewlyRecovered,TotalSusceptible,TotalInfected,TotalRecovered,StepTimeNanos
0,2,0,562493,7,0,1684500
1,2,0,562491,9,0,1080600
2,1,1,562490,9,1,1019000
3,3,0,562487,12,1,994300
4,1,1,562486,12,2,954500
5,7,0,562479,19,2,952600
6,4,1,562475,22,3,974200
7,4,0,562471,26,3,958900
8,6,0,562465,32,3,930700
9,9,0,562456,41,3,927500
10,11,4,562445,48,7,932100
11,10,3,562435,55,10,930800
12,8,1,562427,62,11,917600
13,9,5,562418,66,16,924300
14,7,2,562411,71,18,931500
15,7,6,562404,72,24,964800
16,6,5,562398,73,29,938400
17,13,1,562385,85,30,933300
18,7,7,562378,85,37,939200
19,8,2,562370,91,39,930200
20,10,1,562360,100,40,1113400
21,8,7,562352,101,47,933400
22,17,3,562335,115,50,998700
23,15,4,562320,126,54,933500
24,15,5,562305,136,59,929600
25,8,7,562297,137,66,927200
26,18,7,562279,148,73,942400
27,17,10,562262,155,83,944500
28,16,6,562246,165,89,936400
29,14,10,562232,169,99,1166100
30,21,6,562211,184,105,940400
31,13,5,562198,192,110,938000
32,11,13,562187,190,123,931400
33,22,12,562165,200,135,987000
34,20,15,562145,205,150,990800
35,16,5,562129,216,155,939800
36,25,9,562104,232,164,926700
37,19,8,562085,243,172,934300
38,36,10,562049,269,182,1115300
39,31,9,562018,291,191,934900
40,20,8,561998,303,199,931400
41,38,16,561960,325,215,928700
42,30,20,561930,335,235,929000
43,28,17,561902,346,252,932800
44,29,21,561873,354,273,930200
45,22,19,561851,357,292,1146400
46,21,15,561830,363,307,1012800
47,24,22,561806,365,329,935600
48,26,18,561780,373,347,933500
49,20,19,561760,374,366,932500
50,29,16,561731,387,382,931000
51,21,19,561710,389,401,928100
52,32,17,561678,404,418,936800
53,28,20,561650,412,438,1033200
54,34,15,561616,431,453,1300000
55,36,28,561580,439,481,963900
56,28,14,561552,453,495,931200
57,42,21,561510,474,516,933200
58,39,21,561471,492,537,933900
59,41,28,561430,505,565,950000
60,33,26,561397,512,591,983900
61,40,28,561357,524,619,977700
62,44,22,561313,546,641,1144900
63,44,24,561269,566,665,952400
64,41,42,561228,565,707,935800
65,38,30,561190,573,737,936400
66,41,20,561149,594,757,1047600
67,36,37,561113,593,794,932900
68,43,23,561070,613,817,937800
69,41,21,561029,633,838,1114800
70,43,35,560986,641,873,958100
71,51,42,560935,650,915,974400
72,36,34,560899,652,949,966000
73,38,20,560861,670,969,981100
74,50,31,560811,689,1000,941500
75,47,34,560764,702,1034,947000
76,53,35,560711,720,1069,982200
77,48,36,560663,732,1105,994400
78,61,34,560602,759,1139,977900
79,49,43,560553,765,1182,1236700
80,52,54,560501,763,1236,964500
81,51,42,560450,772,1278,954100
82,69,43,560381,798,1321,944300
83,54,35,560327,817,1356,1237400
84,59,44,560268,832,1400,993400
85,67,35,560201,864,1435,1014700
86,38,52,560163,850,1487,945800
87,63,35,560100,878,1522,952300
88,58,43,560042,893,1565,956900
89,56,36,559986,913,1601,957000
90,63,51,559923,925,1652,989600
91,64,46,559859,943,1698,952100
92,58,51,559801,950,1749,936900
93,58,45,559743,963,1794,924000
94,57,63,559686,957,1857,938300
95,74,42,559612,989,1899,938700
96,61,53,559551,997,1952,990500
97,63,42,559488,1018,1994,943300
98,77,51,559411,1044,2045,952100
99,66,54,559345,1056,2099,1164100
100,59,59,559286,1056,2158,945100
101,63,56,559223,1063,2214,932700
102,61,48,559162,1076,2262,927900
103,67,59,559095,1084,2321,933200
104,77,50,559018,1111,2371,936300
105,79,49,558939,1141,2420,940300
106,78,67,558861,1152,2487,936300
107,67,53,558794,1166,2540,942600
108,79,68,558715,1177,2608,998300
109,82,62,558633,1197,2670,936300
110,71,69,558562,1199,2739,1284600
111,93,47,558469,1245,2786,1002800
112,84,71,558385,1258,2857,934600
113,79,57,558306,1280,2914,937500
114,86,69,558220,1297,2983,935900
115,86,60,558134,1323,3043,938600
116,82,44,558052,1361,3087,934000
117,78,63,557974,1376,3150,939400
118,82,75,557892,1383,3225,933400
119,75,71,557817,1387,3296,942400
120,76,68,557741,1395,3364,942200
