Tick,NewlyInfected,NewlyRecovered,TotalSusceptible,TotalInfected,TotalRecovered,StepTimeNanos
0,5,0,999990,10,0,2080600
1,7,0,999983,17,0,2048100
2,3,2,999980,18,2,1939900
3,5,2,999975,21,4,1748900
4,4,1,999971,24,5,1748500
5,5,1,999966,28,6,1765700
6,7,2,999959,33,8,1725000
7,4,3,999955,34,11,1696300
8,7,0,999948,41,11,1704700
9,7,2,999941,46,13,1705900
10,7,3,999934,50,16,2205900
11,11,3,999923,58,19,1822300
12,2,2,999921,58,21,1794300
13,7,4,999914,61,25,1783800
14,10,2,999904,69,27,1761800
15,7,2,999897,74,29,1930300
16,14,7,999883,81,36,1650800
17,13,4,999870,90,40,1674100
18,9,4,999861,95,44,1773300
19,13,5,999848,103,49,1734000
20,11,4,999837,110,53,1826500
21,16,10,999821,116,63,1760500
22,9,3,999812,122,66,1669400
23,12,3,999800,131,69,1671900
24,16,3,999784,144,72,1661300
25,12,11,999772,145,83,1775600
26,18,9,999754,154,92,1684100
27,12,12,999742,154,104,1760600
28,14,6,999728,162,110,1705300
29,15,9,999713,168,119,1667400
30,17,3,999696,182,122,1746100
31,16,3,999680,195,125,1786300
32,18,9,999662,204,134,1814700
33,24,7,999638,221,141,1764700
34,19,8,999619,232,149,1793100
35,19,11,999600,240,160,1752400
36,22,12,999578,250,172,1717400
37,18,10,999560,258,182,1909700
38,22,14,999538,266,196,1705800
39,21,18,999517,269,214,1672300
40,18,11,999499,276,225,1773800
41,20,8,999479,288,233,1772900
42,27,17,999452,298,250,1792900
43,20,15,999432,303,265,1753600
44,23,19,999409,307,284,1726900
45,22,14,999387,315,298,1654000
46,17,17,999370,315,315,1650300
47,27,25,999343,317,340,1779800
48,26,19,999317,324,359,1770800
49,26,18,999291,332,377,1774700
50,22,14,999269,340,391,1693100
51,24,17,999245,347,408,1873900
52,28,15,999217,360,423,1880200
53,27,12,999190,375,435,1922400
54,36,19,999154,392,454,1890300
55,33,24,999121,401,478,1688800
56,27,15,999094,413,493,1858000
57,46,22,999048,437,515,1778400
58,33,21,999015,449,536,1783900
59,44,26,998971,467,562,1778500
60,27,20,998944,474,582,1691300
61,31,23,998913,482,605,1721500
62,35,28,998878,489,633,1676700
63,32,15,998846,506,648,1673000
64,38,32,998808,512,680,1779800
65,44,31,998764,525,711,1818800
66,53,25,998711,553,736,1766800
67,43,30,998668,566,766,1833000
68,38,31,998630,573,797,1722900
69,35,32,998595,576,829,1786000
70,43,30,998552,589,859,1725700
71,49,32,998503,606,891,1710700
72,45,25,998458,626,916,1785900
73,45,20,998413,651,936,1798200
74,48,30,998365,669,966,1877800
75,52,40,998313,681,1006,1795100
76,39,36,998274,684,1042,1759300
77,47,26,998227,705,1068,1754000
78,57,43,998170,719,1111,1666200
79,38,44,998132,713,1155,1679100
80,47,40,998085,720,1195,1778100
81,58,36,998027,742,1231,1972800
82,50,51,997977,741,1282,1786000
83,42,40,997935,743,1322,1801600
84,49,28,997886,764,1350,1791900
85,56,42,997830,778,1392,1747600
86,53,42,997777,789,1434,1680300
87,62,40,997715,811,1474,1663500
88,53,36,997662,828,1510,1697000
