Tick,NewlyInfected,NewlyRecovered,TotalSusceptible,TotalInfected,TotalRecovered,StepTimeNanos
0,1,1,1562494,5,1,3347700
1,2,0,1562492,7,1,3222100
2,3,1,1562489,9,2,3139700
3,0,2,1562489,7,4,3168700
4,1,0,1562488,8,4,3010100
5,1,2,1562487,7,6,3002500
6,2,0,1562485,9,6,3029500
7,1,2,1562484,8,8,3180700
8,1,0,1562483,9,8,3051200
9,3,0,1562480,12,8,2972700
10,5,0,1562475,17,8,3109400
11,7,1,1562468,23,9,2929900
12,3,0,1562465,26,9,3155600
13,5,1,1562460,30,10,3002400
14,3,1,1562457,32,11,3020500
15,2,1,1562455,33,12,3187100
16,4,0,1562451,37,12,3064500
17,7,1,1562444,43,13,3020100
18,5,4,1562439,44,17,2955200
19,5,0,1562434,49,17,2977000
20,4,1,1562430,52,18,2944500
21,5,4,1562425,53,22,2977900
22,7,1,1562418,59,23,3097800
23,7,1,1562411,65,24,2993200
24,5,4,1562406,66,28,3112800
25,7,6,1562399,67,34,2933500
26,12,4,1562387,75,38,3070200
27,10,2,1562377,83,40,3014400
28,11,2,1562366,92,42,2956000
29,8,2,1562358,98,44,3040000
30,7,3,1562351,102,47,2940700
31,7,3,1562344,106,50,3337900
32,10,7,1562334,109,57,3379700
33,11,1,1562323,119,58,3165300
34,15,4,1562308,130,62,3270500
35,12,8,1562296,134,70,3061200
36,15,6,1562281,143,76,3206800
37,17,8,1562264,152,84,3475400
38,20,6,1562244,166,90,3198800
39,21,8,1562223,179,98,3076200
40,9,9,1562214,179,107,3056400
41,13,9,1562201,183,116,3136200
42,17,6,1562184,194,122,3006700
43,19,13,1562165,200,135,3066700
44,15,10,1562150,205,145,2990900
45,21,10,1562129,216,155,2986400
46,14,14,1562115,216,169,2958500
47,13,9,1562102,220,178,2960000
48,24,9,1562078,235,187,3245300
49,23,14,1562055,244,201,3008300
50,14,17,1562041,241,218,2993200
51,16,16,1562025,241,234,2929600
52,20,15,1562005,246,249,2957700
53,14,5,1561991,255,254,3105400
54,21,9,1561970,267,263,3240000
55,23,20,1561947,270,283,3403800
56,25,15,1561922,280,298,3018200
57,31,14,1561891,297,312,3046400
58,25,11,1561866,311,323,3226500
59,28,16,1561838,323,339,3271600
60,16,14,1561822,325,353,3116600
61,17,14,1561805,328,367,3015200
62,23,12,1561782,339,379,3051800
63,24,14,1561758,349,393,3284400
64,25,21,1561733,353,414,3359900
65,29,24,1561704,358,438,3047300
66,25,17,1561679,366,455,3265500
67,22,20,1561657,368,475,3205600
68,27,15,1561630,380,490,3252700
69,24,13,1561606,391,503,3205400
70,25,23,1561581,393,526,3368600
71,25,26,1561556,392,552,3053000
72,22,18,1561534,396,570,3045900
73,24,19,1561510,401,589,3464200
74,28,15,1561482,414,604,3087600
75,22,20,1561460,416,624,3209800
76,34,20,1561426,430,644,3113500
77,26,22,1561400,434,666,3242600
78,30,20,1561370,444,686,3196400
79,27,27,1561343,444,713,3583300
80,29,32,1561314,441,745,3099500
81,26,19,1561288,448,764,3022000
82,27,20,1561261,455,784,3165200
83,34,23,1561227,466,807,3120400
84,33,20,1561194,479,827,3238700
85,45,24,1561149,500,851,3296300
86,34,21,1561115,513,872,3256400
87,36,33,1561079,516,905,3396400
88,41,19,1561038,538,924,3042700
89,34,24,1561004,548,948,3088500
90,40,24,1560964,564,972,3164600
91,41,22,1560923,583,994,5205600
92,39,27,1560884,595,1021,4414300
93,42,25,1560842,612,1046,3601300
94,50,29,1560792,633,1075,3811600
95,51,21,1560741,663,1096,3934600
96,45,30,1560696,678,1126,3574500
97,40,29,1560656,689,1155,3251600
98,55,36,1560601,708,1191,3549800
99,42,26,1560559,724,1217,4337500
100,41,46,1560518,719,1263,3357400
101,40,31,1560478,728,1294,3374500
102,35,40,1560443,723,1334,3110400
103,48,39,1560395,732,1373,3205500
104,54,34,1560341,752,1407,3132800
105,41,50,1560300,743,1457,3083700
106,49,44,1560251,748,1501,3065400
107,52,34,1560199,766,1535,3813000
108,48,35,1560151,779,1570,3057300
109,50,43,1560101,786,1613,3551800
110,45,40,1560056,791,1653,3142100
111,59,33,1559997,817,1686,3039900
112,60,47,1559937,830,1733,3080200
113,53,45,1559884,838,1778,2998200
114,59,47,1559825,850,1825,3123000
115,43,44,1559782,849,1869,3069000
