Tick,NewlyInfected,NewlyRecovered,TotalSusceptible,TotalInfected,TotalRecovered,StepTimeNanos
381,190,167,1525824,3843,32833,3093100
382,197,190,1525627,3850,33023,3569500
383,180,203,1525447,3827,33226,3413800
384,183,207,1525264,3803,33433,3237500
385,201,189,1525063,3815,33622,3124200
386,212,184,1524851,3843,33806,3691300
387,189,181,1524662,3851,33987,3305600
388,200,176,1524462,3875,34163,3262400
389,175,208,1524287,3842,34371,3266900
390,185,175,1524102,3852,34546,3375800
391,199,195,1523903,3856,34741,3130100
392,199,188,1523704,3867,34929,3377000
393,213,216,1523491,3864,35145,2970400
394,204,218,1523287,3850,35363,2813000
395,203,196,1523084,3857,35559,3179400
396,193,204,1522891,3846,35763,2831300
397,184,209,1522707,3821,35972,3466400
398,176,184,1522531,3813,36156,2892800
399,190,187,1522341,3816,36343,2931800
400,163,176,1522178,3803,36519,3392200
401,186,172,1521992,3817,36691,3102900
402,168,205,1521824,3780,36896,3145200
403,161,198,1521663,3743,37094,3701800
404,196,197,1521467,3742,37291,3130800
405,196,200,1521271,3738,37491,2926700
406,198,168,1521073,3768,37659,2878100
407,179,190,1520894,3757,37849,2889800
408,185,211,1520709,3731,38060,3017800
409,174,166,1520535,3739,38226,3181700
410,214,199,1520321,3754,38425,3323200
411,184,208,1520137,3730,38633,3219800
412,189,194,1519948,3725,38827,3195900
413,197,189,1519751,3733,39016,3157800
414,211,165,1519540,3779,39181,3021500
415,219,158,1519321,3840,39339,3123800
416,211,214,1519110,3837,39553,3116000
417,204,189,1518906,3852,39742,3160500
418,208,220,1518698,3840,39962,3269100
419,233,207,1518465,3866,40169,3102800
420,214,182,1518251,3898,40351,3091000
421,191,203,1518060,3886,40554,3217300
422,176,203,1517884,3859,40757,3193600
423,208,171,1517676,3896,40928,3101300
424,214,192,1517462,3918,41120,3396900
425,220,206,1517242,3932,41326,8068900
426,208,189,1517034,3951,41515,6315000
427,207,219,1516827,3939,41734,3359300
428,193,170,1516634,3962,41904,3531700
429,195,185,1516439,3972,42089,3002900
430,198,190,1516241,3980,42279,14385100
431,202,200,1516039,3982,42479,4739100
432,189,214,1515850,3957,42693,4600000
433,217,182,1515633,3992,42875,4088900
434,212,183,1515421,4021,43058,3776200
435,212,225,1515209,4008,43283,3636200
436,214,177,1514995,4045,43460,3556200
437,213,186,1514782,4072,43646,3698500
438,197,187,1514585,4082,43833,3547900
439,224,209,1514361,4097,44042,3661100
440,198,208,1514163,4087,44250,3607200
441,227,189,1513936,4125,44439,3749100
442,222,194,1513714,4153,44633,3324200
443,218,212,1513496,4159,44845,3419600
444,211,226,1513285,4144,45071,3487700
