Tick,NewlyInfected,NewlyRecovered,TotalSusceptible,TotalInfected,TotalRecovered,StepTimeNanos
0,1,1,1562494,5,1,3469100
1,2,0,1562492,7,1,3067500
2,3,1,1562489,9,2,3185500
3,0,2,1562489,7,4,2965600
4,1,0,1562488,8,4,3001900
5,1,2,1562487,7,6,3084200
6,2,0,1562485,9,6,3038300
7,1,2,1562484,8,8,3111100
8,1,0,1562483,9,8,21098400
9,3,0,1562480,12,8,2973300
10,5,0,1562475,17,8,2848100
11,7,1,1562468,23,9,2902800
12,3,0,1562465,26,9,2876000
13,5,1,1562460,30,10,2853600
14,3,1,1562457,32,11,3079700
15,2,1,1562455,33,12,2899800
16,4,0,1562451,37,12,3093600
17,7,1,1562444,43,13,3190300
18,5,4,1562439,44,17,3267900
19,5,0,1562434,49,17,2898200
20,4,1,1562430,52,18,3228300
21,5,4,1562425,53,22,3175500
22,7,1,1562418,59,23,3064200
23,7,1,1562411,65,24,3033900
24,5,4,1562406,66,28,3178500
25,7,6,1562399,67,34,2953600
26,12,4,1562387,75,38,2944600
27,10,2,1562377,83,40,3108600
28,11,2,1562366,92,42,2946900
29,8,2,1562358,98,44,2993400
30,7,3,1562351,102,47,3336700
31,7,3,1562344,106,50,2911700
32,10,7,1562334,109,57,3123700
33,11,1,1562323,119,58,3082800
34,15,4,1562308,130,62,3181500
35,12,8,1562296,134,70,3189500
36,15,6,1562281,143,76,3285100
37,17,8,1562264,152,84,3017600
38,20,6,1562244,166,90,3044700
39,21,8,1562223,179,98,2974800
40,9,9,1562214,179,107,2917300
41,13,9,1562201,183,116,2951900
42,17,6,1562184,194,122,3046100
43,19,13,1562165,200,135,2984800
44,15,10,1562150,205,145,3110900
45,21,10,1562129,216,155,2940800
46,14,14,1562115,216,169,3159500
47,13,9,1562102,220,178,3042100
48,24,9,1562078,235,187,3044900
49,23,14,1562055,244,201,2967800
50,14,17,1562041,241,218,2949900
51,16,16,1562025,241,234,2867200
52,20,15,1562005,246,249,3062200
53,14,5,1561991,255,254,3079800
54,21,9,1561970,267,263,3129000
55,23,20,1561947,270,283,3207200
56,25,15,1561922,280,298,3119800
57,31,14,1561891,297,312,3110600
58,25,11,1561866,311,323,2971200
59,28,16,1561838,323,339,3227900
60,16,14,1561822,325,353,3163000
61,17,14,1561805,328,367,3085600
62,23,12,1561782,339,379,3035900
63,24,14,1561758,349,393,3024900
64,25,21,1561733,353,414,2864100
65,29,24,1561704,358,438,2885000
66,25,17,1561679,366,455,3079600
67,22,20,1561657,368,475,2908800
68,27,15,1561630,380,490,2943600
69,24,13,1561606,391,503,2966700
70,25,23,1561581,393,526,3032600
71,25,26,1561556,392,552,3105700
72,22,18,1561534,396,570,3011600
73,24,19,1561510,401,589,2944700
74,28,15,1561482,414,604,2988200
75,22,20,1561460,416,624,3127000
76,34,20,1561426,430,644,3070500
77,26,22,1561400,434,666,3067000
78,30,20,1561370,444,686,3177600
79,27,27,1561343,444,713,2890300
80,29,32,1561314,441,745,2965000
81,26,19,1561288,448,764,2963500
82,27,20,1561261,455,784,2956300
83,34,23,1561227,466,807,3055900
84,33,20,1561194,479,827,3100700
85,45,24,1561149,500,851,3503200
86,34,21,1561115,513,872,3361000
87,36,33,1561079,516,905,3281700
88,41,19,1561038,538,924,2909100
89,34,24,1561004,548,948,2830600
90,40,24,1560964,564,972,2985900
91,41,22,1560923,583,994,2894400
92,39,27,1560884,595,1021,2852000
93,42,25,1560842,612,1046,2794400
94,50,29,1560792,633,1075,2855000
95,51,21,1560741,663,1096,3175800
96,45,30,1560696,678,1126,2975800
97,40,29,1560656,689,1155,2979800
98,55,36,1560601,708,1191,2867100
99,42,26,1560559,724,1217,3298200
100,41,46,1560518,719,1263,2877000
101,40,31,1560478,728,1294,3313100
102,35,40,1560443,723,1334,2853700
