Tick,NewlyInfected,NewlyRecovered,TotalSusceptible,TotalInfected,TotalRecovered,StepTimeNanos
0,0,1,999995,4,1,2511500
1,0,0,999995,4,1,2501800
2,2,0,999993,6,1,2443200
3,3,1,999990,8,2,2453700
4,4,0,999986,12,2,2491700
5,3,0,999983,15,2,2540600
6,3,1,999980,17,3,2478700
7,4,0,999976,21,3,2543100
8,3,2,999973,22,5,2524400
9,4,1,999969,25,6,2541100
10,10,0,999959,35,6,2647400
11,2,1,999957,36,7,2488200
12,8,0,999949,44,7,2473500
13,7,0,999942,51,7,2713200
14,10,2,999932,59,9,2558800
15,9,1,999923,67,10,2575200
16,11,0,999912,78,10,2578100
17,7,6,999905,79,16,2610200
18,9,4,999896,84,20,2578300
19,9,4,999887,89,24,2689600
20,9,4,999878,94,28,2626500
21,9,3,999869,100,31,3003600
22,11,7,999858,104,38,3093100
23,8,6,999850,106,44,3053200
24,8,8,999842,106,52,2630800
25,12,7,999830,111,59,3298100
26,11,5,999819,117,64,3245200
27,11,7,999808,121,71,2667800
28,14,7,999794,128,78,2739700
29,6,8,999788,126,86,2753200
30,15,9,999773,132,95,2685100
31,9,5,999764,136,100,2609200
32,9,7,999755,138,107,2588800
33,8,7,999747,139,114,2625900
34,18,8,999729,149,122,2814000
35,11,7,999718,153,129,2517000
36,14,7,999704,160,136,2812000
37,14,8,999690,166,144,2548500
38,13,12,999677,167,156,2608100
39,20,8,999657,179,164,2434500
40,19,7,999638,191,171,2478800
41,18,8,999620,201,179,2437700
42,20,9,999600,212,188,2446900
43,14,13,999586,213,201,2424300
44,19,7,999567,225,208,2408800
45,13,12,999554,226,220,2401000
46,22,9,999532,239,229,2408700
47,23,19,999509,243,248,2393700
48,26,10,999483,259,258,2412800
49,22,11,999461,270,269,2414600
50,24,13,999437,281,282,2538500
51,19,18,999418,282,300,2425900
52,19,12,999399,289,312,2455600
53,37,15,999362,311,327,2443100
54,21,14,999341,318,341,2426900
55,9,20,999332,307,361,2428700
56,30,10,999302,327,371,2393300
57,26,18,999276,335,389,2517400
58,22,19,999254,338,408,2466000
59,21,9,999233,350,417,2391400
60,36,16,999197,370,433,2439600
61,34,17,999163,387,450,2397500
62,30,21,999133,396,471,2481800
63,28,21,999105,403,492,2473100
64,38,16,999067,425,508,2431800
65,33,23,999034,435,531,2369300
66,39,29,998995,445,560,2440400
67,24,21,998971,448,581,2370700
68,25,21,998946,452,602,2425900
69,30,25,998916,457,627,2450600
70,32,23,998884,466,650,2490800
71,38,30,998846,474,680,2653100
72,26,20,998820,480,700,2552400
73,28,32,998792,476,732,2549400
74,32,27,998760,481,759,2689000
75,31,22,998729,490,781,2514900
76,42,23,998687,509,804,2468300
77,37,24,998650,522,828,2415100
78,35,19,998615,538,847,2505300
79,30,25,998585,543,872,2477200
80,38,23,998547,558,895,2493100
81,35,19,998512,574,914,2415600
82,29,34,998483,569,948,2516100
