Tick,NewlyInfected,NewlyRecovered,TotalSusceptible,TotalInfected,TotalRecovered,StepTimeNanos
0,5,0,249990,10,0,458000
1,2,0,249988,12,0,462600
2,2,3,249986,11,3,439100
3,4,0,249982,15,3,441100
4,4,1,249978,18,4,441500
5,5,1,249973,22,5,460500
6,8,0,249965,30,5,459800
7,6,2,249959,34,7,437300
8,4,1,249955,37,8,444000
9,11,1,249944,47,9,434700
10,13,3,249931,57,12,446800
11,10,2,249921,65,14,435000
12,10,1,249911,74,15,439000
13,12,0,249899,86,15,434800
14,9,5,249890,90,20,431200
15,10,4,249880,96,24,436900
16,12,8,249868,100,32,437200
17,11,3,249857,108,35,435400
18,7,7,249850,108,42,438700
19,11,2,249839,117,44,435200
20,8,4,249831,121,48,437000
21,13,2,249818,132,50,446100
22,5,5,249813,132,55,522900
23,13,7,249800,138,62,437800
24,15,5,249785,148,67,447700
25,16,10,249769,154,77,436900
26,12,10,249757,156,87,442100
27,13,8,249744,161,95,444800
28,14,3,249730,172,98,435200
29,19,13,249711,178,111,436100
30,12,17,249699,173,128,434900
31,15,4,249684,184,132,437000
32,15,8,249669,191,140,436500
33,18,6,249651,203,146,457400
34,21,11,249630,213,157,462600
35,17,3,249613,227,160,440600
36,24,8,249589,243,168,448000
37,18,8,249571,253,176,440200
38,26,4,249545,275,180,452500
39,24,17,249521,282,197,440100
40,17,15,249504,284,212,471400
41,23,19,249481,288,231,437500
42,24,18,249457,294,249,450300
43,22,13,249435,303,262,441100
44,16,14,249419,305,276,441000
45,23,14,249396,314,290,443700
46,25,16,249371,323,306,440600
47,20,19,249351,324,325,443500
48,32,14,249319,342,339,437800
49,19,16,249300,345,355,439000
50,32,15,249268,362,370,449300
51,23,18,249245,367,388,438700
52,35,16,249210,386,404,436000
53,21,16,249189,391,420,440500
54,25,13,249164,403,433,440500
55,34,18,249130,419,451,447300
56,31,23,249099,427,474,438700
57,46,23,249053,450,497,439000
58,37,20,249016,467,517,438000
59,32,26,248984,473,543,440500
60,37,24,248947,486,567,436400
61,39,21,248908,504,588,437200
