Tick,NewlyInfected,NewlyRecovered,TotalSusceptible,TotalInfected,TotalRecovered,StepTimeNanos
0,1,0,562494,6,0,1478600
1,3,0,562491,9,0,1355000
2,2,1,562489,10,1,1230500
3,1,1,562488,10,2,1245100
4,3,0,562485,13,2,1253800
5,3,0,562482,16,2,1221700
6,2,1,562480,17,3,1227500
7,1,0,562479,18,3,1222500
8,6,1,562473,23,4,1220800
9,4,0,562469,27,4,1221700
10,9,1,562460,35,5,1229900
11,9,2,562451,42,7,1233500
12,10,1,562441,51,8,1331300
13,7,2,562434,56,10,1408400
14,9,2,562425,63,12,1216800
15,8,1,562417,70,13,1221400
16,12,3,562405,79,16,1224100
17,10,2,562395,87,18,1226600
18,9,1,562386,95,19,1217800
19,11,6,562375,100,25,1227500
20,15,5,562360,110,30,1227300
21,16,5,562344,121,35,1225400
22,9,2,562335,128,37,1221100
23,10,4,562325,134,41,1226800
24,15,9,562310,140,50,1292900
25,9,9,562301,140,59,1231300
26,12,10,562289,142,69,1230200
27,15,12,562274,145,81,1257800
28,16,12,562258,149,93,1226900
29,12,7,562246,154,100,1226500
30,9,13,562237,150,113,1228700
31,16,5,562221,161,118,1225400
32,11,11,562210,161,129,1224400
33,15,10,562195,166,139,1228500
34,15,11,562180,170,150,1229200
35,9,3,562171,176,153,1219800
36,13,5,562158,184,158,1265700
37,16,2,562142,198,160,1226600
38,23,12,562119,209,172,1238400
39,16,16,562103,209,188,1223100
40,17,13,562086,213,201,1230400
41,20,12,562066,221,213,1228400
42,20,15,562046,226,228,1223100
43,23,12,562023,237,240,1234800
44,25,13,561998,249,253,1228400
45,25,11,561973,263,264,1221200
46,20,13,561953,270,277,1224900
47,23,12,561930,281,289,1224400
48,32,14,561898,299,303,1272600
49,21,13,561877,307,316,1238300
50,29,12,561848,324,328,1239700
51,25,16,561823,333,344,1253600
52,34,22,561789,345,366,1227700
53,27,18,561762,354,384,1230900
54,36,16,561726,374,400,1251100
55,27,18,561699,383,418,1235700
56,31,21,561668,393,439,1250200
57,23,20,561645,396,459,1238100
