Tick,NewlyInfected,NewlyRecovered,TotalSusceptible,TotalInfected,TotalRecovered,StepTimeNanos
0,2,0,562494,6,0,1052300
1,3,0,562490,10,0,500600
2,3,0,562487,13,0,341500
3,4,1,562484,15,1,322300
4,6,1,562478,20,2,329300
5,4,0,562473,25,2,332200
6,2,2,562471,25,4,266100
7,15,2,562457,37,6,350800
8,8,2,562448,44,8,278600
9,10,0,562438,54,8,218400
10,8,2,562431,59,10,235900
11,6,4,562425,61,14,196700
12,4,3,562422,61,17,226200
13,15,7,562405,71,24,208100
14,11,3,562397,76,27,226800
15,13,7,562383,83,34,211800
16,20,7,562362,97,41,200700
17,18,4,562343,112,45,220600
18,13,4,562333,118,49,434000
19,19,1,562316,134,50,209700
20,9,9,562305,136,59,207500
21,18,7,562287,147,66,207400
22,23,6,562264,164,72,216700
23,12,14,562250,164,86,216100
24,12,12,562241,161,98,220000
25,13,11,562225,166,109,233400
26,24,12,562201,178,121,249800
27,15,12,562186,181,133,261800
28,25,7,562163,197,140,232400
29,23,8,562139,213,148,214900
30,24,14,562117,221,162,219400
31,30,9,562088,241,171,250600
32,22,19,562066,244,190,356600
33,33,11,562031,268,201,200800
34,30,14,562005,280,215,204300
35,39,14,561964,307,229,257900
36,34,12,561933,326,241,194500
37,27,14,561903,342,255,196300
38,41,19,561863,363,274,304000
39,27,22,561834,370,296,223200
40,32,23,561805,376,319,229100
41,31,26,561771,384,345,209200
42,35,16,561738,401,361,238200
43,34,17,561703,419,378,233800
44,27,29,561676,417,407,237800
45,38,26,561637,430,433,217100
46,46,22,561595,450,455,211100
47,43,27,561548,470,482,210100
48,37,24,561517,477,506,202500
49,46,37,561469,488,543,198300
50,43,25,561426,506,568,228100
51,49,24,561380,528,592,225800
52,38,34,561336,538,626,237800
53,45,27,561294,553,653,234800
54,59,25,561237,585,678,221800
55,54,26,561183,613,704,218100
56,45,33,561138,625,737,202500
57,49,36,561090,637,773,226800
58,51,48,561036,643,821,222700
59,50,28,560983,668,849,301500
60,52,27,560936,688,876,252600
61,55,37,560888,699,913,229400
62,47,29,560834,724,942,278100
63,57,50,560777,731,992,368500
64,61,44,560717,747,1036,226400
65,56,35,560662,767,1071,340100
66,54,48,560604,777,1119,210400
67,72,37,560535,809,1156,185800
68,81,44,560455,845,1200,206600
69,63,41,560386,873,1241,247600
70,63,44,560318,897,1285,205900
71,56,39,560272,904,1324,191300
72,59,49,560210,917,1373,213400
73,73,40,560142,945,1413,196300
74,76,53,560070,964,1466,191000
75,85,53,559982,999,1519,220800
76,74,60,559910,1011,1579,222400
77,92,63,559811,1047,1642,199700
78,71,61,559740,1057,1703,210300
79,88,57,559658,1082,1760,239500
80,81,50,559579,1111,1810,271200
81,83,63,559493,1134,1873,251500
82,86,58,559406,1163,1931,245100
83,81,49,559326,1194,1980,250700
84,103,66,559221,1233,2046,228300
85,76,55,559147,1252,2101,347900
86,100,56,559046,1297,2157,215100
87,105,72,558947,1324,2229,204300
88,86,76,558857,1338,2305,186500
89,86,61,558770,1364,2366,209000
90,94,80,558677,1377,2446,189200
91,75,66,558602,1386,2512,191500
92,100,66,558512,1410,2578,215000
93,103,77,558404,1441,2655,212500
94,103,100,558303,1442,2755,233600
95,78,68,558222,1455,2823,211500
96,108,73,558115,1489,2896,217000
97,102,77,558008,1519,2973,199600
98,124,83,557887,1557,3056,196000
99,118,94,557773,1577,3150,219400
100,92,72,557680,1598,3222,189900
101,86,90,557583,1605,3312,231400
102,126,96,557471,1621,3408,250500
103,134,97,557331,1664,3505,276400
104,103,74,557228,1693,3579,279800
105,96,81,557128,1712,3660,272500
106,99,96,557031,1713,3756,253000
107,96,72,556934,1738,3828,237300
108,108,79,556829,1764,3907,252900
109,105,92,556722,1779,3999,227400
110,107,92,556628,1781,4091,231600
111,103,108,556512,1789,4199,212600
112,118,102,556408,1791,4301,224900
113,109,88,556280,1831,4389,224500
114,108,103,556176,1832,4492,216500
115,97,106,556084,1818,4598,215700
116,96,96,555985,1821,4694,200700
117,109,87,555874,1845,4781,209200
118,108,88,555768,1863,4869,228300
119,104,96,555659,1876,4965,203500
120,97,106,555565,1864,5071,225500
121,118,100,555443,1886,5171,220900
122,114,108,555335,1886,5279,424200
123,108,97,555223,1901,5376,270000
124,111,90,555115,1919,5466,309700
125,107,93,555009,1932,5559,280100
126,115,87,554896,1958,5646,250500
127,139,108,554756,1990,5754,243400
128,110,110,554649,1987,5864,257700
129,108,97,554535,2004,5961,220900
130,120,97,554417,2025,6058,228300
131,117,106,554310,2026,6164,225500
132,124,88,554175,2073,6252,219500
133,146,103,554035,2110,6355,217400
134,125,89,553913,2143,6444,230500
135,132,127,553778,2151,6571,210200
