Tick,NewlyInfected,NewlyRecovered,TotalSusceptible,TotalInfected,TotalRecovered,StepTimeNanos
0,1,0,2249994,6,0,18840500
1,3,0,2249991,9,0,19243400
2,2,1,2249989,10,1,5406300
3,1,1,2249988,10,2,5683500
4,3,0,2249985,13,2,6218100
5,3,0,2249982,16,2,5668600
6,2,1,2249980,17,3,5603700
7,1,0,2249979,18,3,5652000
8,6,1,2249973,23,4,5519100
9,4,0,2249969,27,4,5972300
10,9,1,2249960,35,5,5760600
11,9,2,2249951,42,7,5752700
12,10,1,2249941,51,8,5550900
13,7,2,2249934,56,10,5982200
14,9,2,2249925,63,12,5905900
15,8,1,2249917,70,13,5742500
16,12,3,2249905,79,16,5854100
17,10,2,2249895,87,18,5594500
18,9,1,2249886,95,19,5596800
19,11,6,2249875,100,25,5797100
20,15,5,2249860,110,30,5639900
21,16,5,2249844,121,35,5594200
22,9,2,2249835,128,37,5555200
23,10,4,2249825,134,41,5761500
24,15,9,2249810,140,50,5800100
25,9,9,2249801,140,59,5752800
26,12,10,2249789,142,69,6221900
27,15,12,2249774,145,81,6041800
28,16,12,2249758,149,93,5679200
29,12,7,2249746,154,100,5856500
30,9,13,2249737,150,113,5739700
31,16,5,2249721,161,118,5587000
32,11,11,2249710,161,129,5636800
33,15,10,2249695,166,139,5600700
34,15,11,2249680,170,150,5931300
35,9,3,2249671,176,153,5573900
36,13,5,2249658,184,158,5617200
37,16,2,2249642,198,160,5642600
38,23,12,2249619,209,172,5564200
39,16,16,2249603,209,188,5708600
40,17,13,2249586,213,201,5587000
41,20,12,2249566,221,213,5734400
42,20,15,2249546,226,228,5873700
43,23,12,2249523,237,240,5586200
44,25,13,2249498,249,253,5722000
45,25,11,2249473,263,264,5607300
46,20,13,2249453,270,277,6211300
47,23,12,2249430,281,289,5572900
48,32,14,2249398,299,303,5589100
49,21,13,2249377,307,316,5701300
50,29,12,2249348,324,328,5892300
51,25,16,2249323,333,344,5704700
52,34,22,2249289,345,366,4957200
53,15,18,2249274,342,384,4993800
54,33,19,2249241,356,403,5091400
55,31,12,2249210,375,415,4938400
56,32,23,2249178,384,438,5147500
57,30,13,2249148,401,451,5124800
58,26,22,2249122,405,473,5102900
59,30,26,2249092,409,499,6470400
60,27,16,2249065,420,515,7014600
61,23,27,2249042,416,542,6843300
62,35,19,2249007,432,561,5948400
63,26,24,2248981,434,585,5966100
64,34,8,2248947,460,593,6236800
65,33,27,2248914,466,620,6183300
66,44,19,2248870,491,639,5955800
67,40,23,2248830,508,662,6785600
68,35,33,2248795,510,695,5998100
69,46,31,2248749,525,726,5885800
70,33,18,2248716,540,744,5905900
71,41,24,2248675,557,768,6181700
72,40,25,2248635,572,793,6649800
73,41,26,2248594,587,819,6635500
74,46,21,2248548,612,840,6756200
75,40,29,2248508,623,869,5715100
76,35,24,2248473,634,893,5999500
77,54,29,2248419,659,922,5845500
78,46,39,2248373,666,961,5803400
79,46,31,2248327,681,992,5837300
