Tick,NewlyInfected,NewlyRecovered,TotalSusceptible,TotalInfected,TotalRecovered,StepTimeNanos
0,1,0,1562494,6,0,16877900
1,4,0,1562490,10,0,17868300
2,3,0,1562487,13,0,3463700
3,3,0,1562484,16,0,3425800
4,6,0,1562478,22,0,4221400
5,4,1,1562474,25,1,3513300
6,1,2,1562473,24,3,3799100
7,5,1,1562468,28,4,3737200
8,4,2,1562464,30,6,3958600
9,14,4,1562450,40,10,3709900
10,4,3,1562446,41,13,3695000
11,5,3,1562441,43,16,3668400
12,6,3,1562435,46,19,3671000
13,6,1,1562429,51,20,3959500
14,4,1,1562425,54,21,3625400
15,9,0,1562416,63,21,3707000
16,7,4,1562409,66,25,3963600
17,6,3,1562403,69,28,4129200
18,5,2,1562398,72,30,3980500
19,7,7,1562391,72,37,3797300
20,6,8,1562385,70,45,4072300
21,9,5,1562376,74,50,4170700
22,7,5,1562369,76,55,3586100
23,8,0,1562361,84,55,3579200
24,3,3,1562358,84,58,3600600
25,6,6,1562352,84,64,3627500
26,13,6,1562339,91,70,3686200
27,10,3,1562329,98,73,3614700
28,9,8,1562320,99,81,3612400
29,9,6,1562311,102,87,3731000
30,13,6,1562298,109,93,3745400
31,13,8,1562285,114,101,3878300
32,12,12,1562273,114,113,3893200
33,14,1,1562259,127,114,3953200
34,13,9,1562246,131,123,3781900
35,16,7,1562230,140,130,3876200
36,23,3,1562207,160,133,3836500
37,15,9,1562192,166,142,3985100
38,18,6,1562174,178,148,3905800
39,14,8,1562160,184,156,3797300
40,11,7,1562149,188,163,3869000
41,26,8,1562123,206,171,3923200
42,18,14,1562105,210,185,3852300
43,21,15,1562084,216,200,3939400
44,25,10,1562059,231,210,4039100
45,22,14,1562037,239,224,3800800
46,31,16,1562006,254,240,3789700
47,20,15,1561986,259,255,3823400
48,29,10,1561957,278,265,3861200
49,21,16,1561936,283,281,3839500
50,23,22,1561913,284,303,3799800
51,27,18,1561886,293,321,3845700
52,20,17,1561866,296,338,3942800
53,30,11,1561836,315,349,3825800
54,31,21,1561805,325,370,3821800
55,34,17,1561771,342,387,3846400
56,24,18,1561747,348,405,4141900
57,37,18,1561710,367,423,3835600
58,38,17,1561672,388,440,3799000
59,32,14,1561640,406,454,3801700
60,29,13,1561611,422,467,4330600
61,41,25,1561570,438,492,3947300
62,39,17,1561531,460,509,3870000
63,35,19,1561496,476,528,3828400
64,40,22,1561456,494,550,3855200
65,33,24,1561423,503,574,3856200
66,36,22,1561387,517,596,3881600
67,33,27,1561354,523,623,3887600
68,41,25,1561313,539,648,4269200
69,44,29,1561269,554,677,3872100
70,40,33,1561229,561,710,4020300
71,35,24,1561194,572,734,3852100
72,42,28,1561152,586,762,3730500
73,40,24,1561112,602,786,3688400
