Tick,NewlyInfected,NewlyRecovered,TotalSusceptible,TotalInfected,TotalRecovered,StepTimeNanos
0,1,0,62494,6,0,148000
1,3,0,62491,9,0,134400
2,2,1,62489,10,1,134400
3,1,1,62488,10,2,134300
4,3,0,62485,13,2,134300
5,3,0,62482,16,2,134500
6,2,1,62480,17,3,134600
7,1,0,62479,18,3,134400
8,6,1,62473,23,4,134600
9,4,0,62469,27,4,134800
10,9,1,62460,35,5,134900
11,9,2,62451,42,7,135100
12,10,1,62441,51,8,135500
13,7,2,62434,56,10,135500
14,9,2,62425,63,12,135400
15,8,1,62417,70,13,135600
16,12,3,62405,79,16,136100
17,10,2,62395,87,18,136600
18,9,1,62386,95,19,136200
19,11,6,62375,100,25,136500
20,15,5,62360,110,30,137500
21,16,5,62344,121,35,140600
22,9,2,62335,128,37,137900
23,10,4,62325,134,41,137800
24,15,9,62310,140,50,138300
25,9,9,62301,140,59,137800
26,15,9,62286,146,68,137700
27,25,8,62261,163,76,138300
28,20,14,62241,169,90,138800
29,11,12,62230,168,102,138700
30,14,9,62216,173,111,141100
31,18,5,62198,186,116,143500
32,13,15,62185,184,131,155800
33,17,8,62168,193,139,155400
34,10,4,62158,199,143,139000
35,13,9,62145,203,152,139800
36,18,7,62127,214,159,140000
37,16,12,62111,218,171,140000
38,18,13,62093,223,184,142300
39,22,11,62071,234,195,139900
40,26,10,62045,250,205,140300
41,17,16,62028,251,221,140400
42,28,13,62000,266,234,140700
43,28,15,61972,279,249,141300
44,23,16,61949,286,265,146000
45,31,12,61918,305,277,141600
46,35,13,61883,327,290,142800
47,22,16,61861,333,306,142500
48,26,15,61835,344,321,142400
49,37,26,61798,355,347,143000
50,25,17,61773,363,364,143200
51,24,28,61749,359,392,143600
52,37,16,61712,380,408,143500
53,31,18,61681,393,426,143500
54,33,18,61648,408,444,144500
55,27,13,61621,422,457,144300
56,41,20,61580,443,477,148300
57,35,16,61545,462,493,144900
58,32,23,61513,471,516,145800
59,39,31,61474,479,547,146500
60,25,16,61449,488,563,145400
61,32,25,61417,495,588,145800
62,39,17,61378,517,605,146200
63,40,26,61338,531,631,147600
64,38,31,61300,538,662,181900
65,39,35,61261,542,697,191700
66,40,23,61221,559,720,190800
67,33,24,61188,568,744,185100
68,36,31,61152,573,775,185400
69,41,25,61111,589,800,184200
70,45,25,61066,609,825,184700
71,39,33,61027,615,858,162800
72,30,27,60997,618,885,148400
73,44,37,60953,625,922,153600
74,44,38,60909,631,960,149400
75,31,42,60878,620,1002,149300
76,32,38,60846,614,1040,148700
77,50,36,60796,628,1076,153200
78,42,43,60754,627,1119,149200
79,36,36,60718,627,1155,148800
80,43,24,60675,646,1179,148600
81,50,28,60625,668,1207,148800
82,41,28,60584,681,1235,149100
83,51,30,60533,702,1265,149500
84,40,39,60493,703,1304,153900
85,43,38,60450,708,1342,150200
86,55,40,60395,723,1382,151900
87,45,40,60350,728,1422,151200
88,44,41,60306,731,1463,151800
89,54,31,60252,754,1494,153500
90,67,40,60185,781,1534,152800
91,59,31,60126,809,1565,152100
92,47,30,60079,826,1595,154700
93,54,38,60025,842,1633,155000
94,57,55,59968,844,1688,154200
95,53,49,59915,848,1737,153900
96,61,44,59854,865,1781,157100
97,47,56,59807,856,1837,154700
98,40,31,59767,865,1868,154600
99,58,44,59709,879,1912,154400
100,74,38,59635,915,1950,154900
101,52,40,59583,927,1990,155300
102,60,42,59523,945,2032,155400
103,60,45,59463,960,2077,156300
104,61,47,59402,974,2124,156500
105,61,58,59341,977,2182,157300
106,56,50,59285,983,2232,157200
107,58,35,59227,1006,2267,159100
108,65,56,59162,1015,2323,156800
109,60,50,59102,1025,2373,157600
110,62,58,59040,1029,2431,158300
111,78,55,58962,1052,2486,158500
112,79,48,58883,1083,2534,159300
113,76,38,58807,1121,2572,159500
114,60,64,58747,1117,2636,159900
115,82,56,58665,1143,2692,159600
116,70,59,58595,1154,2751,159500
117,59,62,58536,1151,2813,162400
118,55,73,58481,1133,2886,163200
119,55,60,58426,1128,2946,158800
120,74,48,58352,1154,2994,158800
121,58,57,58294,1155,3051,159200
122,54,55,58240,1154,3106,159100
123,70,61,58170,1163,3167,159600
124,60,60,58110,1163,3227,160900
125,75,54,58035,1184,3281,160500
126,56,61,57979,1179,3342,160500
127,66,64,57913,1181,3406,160300
128,68,56,57845,1193,3462,161500
129,67,62,57778,1198,3524,161200
130,65,60,57713,1203,3584,214600
131,70,63,57643,1210,3647,211900
132,74,56,57569,1228,3703,206900
133,75,38,57494,1265,3741,213400
134,74,66,57420,1273,3807,204200
135,67,58,57353,1282,3865,202900
136,77,64,57276,1295,3929,203000
137,74,66,57202,1303,3995,172200
138,82,69,57120,1316,4064,163000
139,66,69,57054,1313,4133,163600
140,67,48,56987,1332,4181,162700
141,85,55,56902,1362,4236,164600
142,84,63,56818,1383,4299,165000
143,69,67,56749,1385,4366,165100
144,62,74,56687,1373,4440,165300
